"","RAV4483","RAV95","RAV4489","RAV2670","RAV1301","RAV1959","RAV1302","RAV988","RAV987","RAV3033","RAV1002","RAV1125","RAV4689","RAV2673","RAV1960","RAV996","RAV4486","RAV998","RAV999","RAV1001","RAV4113"
"patient.hpv_status_by_p16_testing",0.135345675252558,0.235256114511468,0.0549185944204155,0.809361557096372,0.752421068192983,0.58055264689424,0.894308081358933,0.023900520779764,0.791972237432033,0.398516913757037,0.32159980704405,0.0442313397912799,0.9099149203098,0.0430859371516393,0.548498178553977,0.0811822300941005,0.548144475276277,0.458178371101042,0.836330510795924,0.58020053159205,0.171996922253651
"patient.icd_10",0.0892702250625066,0.802471206074908,0.000167506532406692,0.300881190838015,0.303150784724891,0.00353322682533866,0.126217653802699,0.00765380996451446,0.103450745714032,0.448637759338081,0.58288059186085,0.000237803932618593,0.162140489877277,0.0760366425198766,0.240920332976282,0.00792601983030672,0.0406309767153455,0.471816560564986,0.707614812815514,0.00298225706075598,0.67502147956563
"patient.icd_o_3_histology",0.0675882089226942,0.234336409503372,0.0964328480118909,0.0172499360516425,0.0226061517987093,0.120905092733771,0.0114123210558133,0.0196684988434416,0.133238200827346,0.0258043317872485,0.796952028437417,0.0369570983739676,0.0957559565803184,0.232221236057129,0.0319946325852274,0.218755890610627,0.0294471191037708,0.0387646122048518,0.289830896162681,0.39569543203393,0.0692416615771483
"patient.icd_o_3_site",0.0892702250625066,0.802471206074908,0.000167506532406692,0.300881190838015,0.303150784724891,0.00353322682533866,0.126217653802699,0.00765380996451446,0.103450745714032,0.448637759338081,0.58288059186085,0.000237803932618593,0.162140489877277,0.0760366425198766,0.240920332976282,0.00792601983030672,0.0406309767153455,0.471816560564986,0.707614812815514,0.00298225706075598,0.67502147956563
"patient.laterality",0.0845114066225527,0.200543369503689,0.162220857784431,0.084589225285329,0.0530188265189141,0.748820311124365,0.159352412442065,0.0225915677687092,0.426981737759974,0.0464784629873653,0.432106518595894,0.153920587203436,0.60301296784349,0.0508438023448954,0.508564295320662,0.233833328785671,0.023860095508373,0.031508376442228,0.674973527338759,0.142002949297191,0.0437238076197567
"patient.lymphnode_dissection_method_left",0.48804048629702,0.399316763079188,0.321295806501931,0.773916704921692,0.790870492982473,0.170132300496331,0.452950632823121,0.826470886565286,0.404479935514127,0.878108574223777,0.543859392998455,0.232898275729102,0.725451584758682,0.684481584375059,0.0320220030040337,0.613743380201191,0.379946357394779,0.848161308113274,0.361189449052044,0.289383868801706,0.813249996847328
"patient.lymphnode_dissection_method_right",0.530225375752266,0.811347081304704,0.355055351254521,0.26247766989247,0.29525252501998,0.477432198890946,0.189128559525562,0.368340477033195,0.287854838533719,0.623627575057006,0.947055825940454,0.134133865386419,0.477838200719711,0.27773385924659,0.281548326080835,0.474231614403289,0.0792299465157978,0.164573827196383,0.515993909268299,0.788276927242556,0.553686868881404
"patient.lymphnode_neck_dissection",0.852941892084748,0.144119690939094,0.770668715253638,0.579225419521933,0.573178944134163,0.475551206025424,0.531108563039034,0.808890824293859,0.661469205857667,0.310923285022499,0.22695625936868,0.762982313582982,0.862078649712847,0.80698948985094,0.254490626504254,0.971239746127569,0.987770660353305,0.44739112510918,0.078110142218347,0.629920178549918,0.690499130805751
"patient.lymphovascular_invasion_present",0.820665196613789,0.328352117996146,0.454971114891498,0.197975409689018,0.185015855648001,0.129507376213624,0.254016739561645,0.80608061747371,0.0632647594480796,0.188331862486231,0.305292243465414,0.17134016569275,0.342568656678261,0.0998680479255814,0.919113224873091,0.327633245549999,0.181765408493677,0.0428211276853149,0.624365114069866,0.757863236195675,0.936672579354189
"patient.margin_status",0.0228175417139909,0.169700686420229,0.00609957723173493,0.468932598201078,0.461227864802332,0.0629678965867116,0.392809021051916,0.039646006714443,0.379328212167789,0.625573822938256,0.175239006645255,0.00157255457001165,0.165737822785131,0.0546355023979389,0.694958072033344,0.0547444151949548,0.032448167122793,0.0606204339974331,0.220509197842601,0.197123518132175,0.170214865020724
"patient.neoplasm_histologic_grade",0.0429756770076188,0.379572363535404,0.000355038590796484,0.292546160270745,0.25398574646366,0.00287097712805803,0.139628195022931,0.0592265923829422,0.0224372814441837,0.598305576699103,0.531019333900087,0.00156084747244706,0.236216176962672,0.0803397744964561,0.336270759790996,0.00506158501555087,0.0608846184371321,0.102061796610419,0.810174652755788,0.0321043051939606,0.340703924954005
"patient.new_tumor_events.new_tumor_event_after_initial_treatment",0.000719772402143725,0.00344314295328324,0.293262778981096,1.69905990707001e-05,6.3413831207214e-06,0.0122910097568859,0.000419024596517381,9.13862832359296e-05,0.00723766600261956,2.31679743039556e-07,0.340019570592162,0.0550135081103375,0.00897670205919325,0.00276945417004327,0.141240052113366,0.230459154196679,0.0340694716779034,0.00037124308588036,0.415732751985214,0.0685884567197579,0.0118624022470501
"patient.patient_id",0.316364013648322,0.386926379930687,0.172280420666146,0.242833377295435,0.299726103659408,0.327986802398616,0.220176881539083,0.247985052885049,0.106683408721661,0.295797313626146,0.999458402734793,0.124754361869651,0.0617884451192403,0.750739090813568,0.470003478249292,0.321929278894825,0.0667627270014813,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071861
"patient.perineural_invasion_present",0.193509746125035,0.0103160032747299,0.257767141397762,0.0516046396248784,0.0381756035037221,0.537942598818448,0.260757926286521,0.13923302781773,0.0853088199772499,0.0143911382507826,0.0242444673320846,0.201897180974591,0.152668450236321,0.0129200427838039,0.924230144891804,0.068284930898558,0.10600281918586,0.0267748380775646,0.211795155551687,0.959903788404777,0.880040853971528
"patient.person_neoplasm_cancer_status",0.178071235822551,0.0874302858042816,0.589436032301475,0.278385921281715,0.259785484934232,0.114497070383311,0.167087445407656,0.835514720786717,0.147026196115944,0.233837152244735,0.283362758953458,0.480305149394258,0.353099002260063,0.756775879899988,0.82501466437405,0.439077827906016,0.916834227256377,0.172494845154163,0.224572129961484,0.301320040857213,0.753808813987151
"patient.postoperative_rx_tx",0.0228067654044215,0.0173963773953174,0.168456252288834,5.69130646418322e-06,3.12364425660366e-06,0.00352316867702223,4.77216674111479e-05,2.9694989781736e-05,0.000755367214623647,2.54145926594216e-06,0.73338928036179,0.0830801104231902,0.00615542971518812,0.010593574924257,0.0858256238333725,0.132239337761192,0.0204061303855139,0.000766141949916883,0.239172821150169,0.0276441503440921,0.0485389819701775
"patient.presence_of_pathological_nodal_extracapsular_spread",0.698037868938708,0.893692314479309,0.335078388473729,0.242905386651377,0.222764764552412,0.176515029938839,0.278450566551035,0.0817953031472166,0.304137200105948,0.407066506630099,0.664306618357009,0.381097406186481,0.732955052670059,0.367200896333406,0.520283969586499,0.358772263435101,0.592295631448419,0.0986976390713461,0.989619930393121,0.938152880624957,0.180320749550358
"patient.primary_lymph_node_presentation_assessment",0.934015280059513,0.176022886476246,0.688145516810792,0.923458540045645,0.894710636352864,0.870797976048194,0.844543550399836,0.995000223046789,0.837140138557875,0.382336596422644,0.0267918298308988,0.816021289711771,0.545254438223396,0.320042963624183,0.181479483671229,0.918663433245133,0.9038284778548,0.516971540129049,0.0112718402335896,0.266606141931007,0.57483595801365
"patient.primary_therapy_outcome_success",0.00992632751223537,0.0490836934037121,0.281795168851117,0.00280328815773967,0.00187719680697339,0.177752708009587,0.010230436329311,0.000847544709001336,0.124722090515667,0.00028887044109959,0.682743305512715,0.0518143194573305,0.0147406503336657,0.0429471653049676,0.201396651190418,0.253633075692814,0.0963693046803851,0.00163696222592438,0.422288723300223,0.279572372824169,0.0247402586709839
"patient.prior_dx",0.969043599797543,0.879553663833702,0.814285269243677,0.791727397030933,0.806715808916394,0.917457943043309,0.939927643327976,0.851653725166431,0.896972502088559,0.883097156321713,0.96593385813856,0.909684468451041,0.470988578453338,0.9104150357674,0.899720325042672,0.835185494972431,0.917063956245981,0.732655579011359,0.845802452376266,0.652040244898447,0.936899284108208
"patient.race",0.768506912655689,0.936685521133811,0.594733225123061,0.564881068316101,0.59520990549013,0.84057456889715,0.548520712003062,0.300979776414133,0.875448570188535,0.642754761728032,0.974480093737058,0.437987807650793,0.630670244310769,0.616164218301416,0.507326246744547,0.520334191141047,0.296509017678762,0.886225514726065,0.769511279919975,0.814664223461655,0.88738328248756
"patient.radiation_therapy",0.00717699358939658,0.0110790418203961,0.13483900114328,1.15560666804736e-05,5.97814979704175e-06,0.00643282254860071,0.000139885799158294,1.72681141172005e-05,0.00405109321725063,9.96808151231775e-07,0.653254279612511,0.0279949567772191,0.00996545214812023,0.00606685218190964,0.0648929302461858,0.110302220023553,0.012702529044086,0.000661203763890023,0.222554595182558,0.0415060152101816,0.00857787071567743
"patient.radiations.radiation.2.anatomic_treatment_site",0.416662673484355,0.723278828696587,0.0745476161962774,0.106006596294537,0.108142476969532,0.6876964192805,0.216331917905469,0.00103193071243072,0.493127776372501,0.128157327773303,0.611940006591846,0.0773774307584107,0.670450784090043,0.137940483394411,0.225677864310892,0.0770576943925366,0.0652448460229012,0.281928023519769,0.599580442565739,0.50843223570399,0.576595969474939
"patient.radiations.radiation.2.bcr_radiation_barcode",0.658209065931609,0.894187809995474,0.853654012758877,0.465439205700372,0.48224851427001,0.668907735809251,0.345924114779639,0.332495130052041,0.705944876038572,0.817970594072607,0.975675951553303,0.590522292065172,0.931440638775159,0.759148702659844,0.660596654318756,0.907076772106757,0.523444240841519,0.929737195735588,0.850551401996211,0.978427418074202,0.834526923205088
"patient.radiations.radiation.2.bcr_radiation_uuid",0.658209065931612,0.894187809995475,0.853654012758879,0.465439205700371,0.482248514270009,0.668907735809249,0.345924114779638,0.332495130052042,0.705944876038571,0.817970594072607,0.975675951553303,0.590522292065174,0.931440638775158,0.759148702659846,0.660596654318756,0.907076772106757,0.523444240841523,0.929737195735587,0.850551401996213,0.978427418074203,0.834526923205088
"patient.radiations.radiation.2.measure_of_response",0.39869620980213,0.616654433734309,0.177322537999831,0.151751627367504,0.141021390761323,0.515641522873381,0.248702075949844,0.00708236289423956,0.683207227276889,0.118321491070644,0.651611112875637,0.144463828370486,0.873900152295816,0.248129700029668,0.169628762354331,0.191300915772686,0.231887639286891,0.257081066775135,0.652683286600363,0.737372932643305,0.255073557560621
"patient.radiations.radiation.2.radiation_treatment_ongoing",0.0944927483049925,0.252072564737685,0.00902380741514226,0.0646471883594219,0.0605254564649782,0.895949669411645,0.0804840646667699,6.98232488382712e-05,0.712756503918919,0.0458050782680573,0.254695978345326,0.0133466735311699,0.747610331083743,0.0230014187943252,0.0566298816742285,0.0114100186615893,0.0341762715358134,0.0747392586012015,0.381827733224106,0.456245032679223,0.160324510887078
"patient.radiations.radiation.2.radiation_type",0.227488801859054,0.467473530308691,0.0333382320194739,0.011224975492949,0.0102077568296001,0.146473773094928,0.0339512972560436,0.000180719557273294,0.0978745221019451,0.0219710036149444,0.522469418169915,0.0421197150681227,0.407350497705106,0.0564186066063263,0.135293995732278,0.0354058989156037,0.0375407477789704,0.13502865846496,0.213794481020817,0.622296058364666,0.254570057280786
"patient.radiations.radiation.2.units",0.150749819234109,0.398369538094822,0.0314108421108558,0.144902602060917,0.1273780405727,0.930823689612265,0.198056982739147,0.0002597485582002,0.863000264278721,0.0961273179962444,0.456752174085009,0.0450755519356544,0.868957723309439,0.0634151698688727,0.128695158611203,0.0399419677062694,0.0913677268954967,0.198922406266333,0.651911828174933,0.756495189004904,0.365610144463926
"patient.radiations.radiation.anatomic_treatment_site",0.132933293639567,0.980049153119341,0.137491563698595,0.609929805865083,0.630238781918577,0.237589044078103,0.624418177105786,0.037160531731537,0.190006726617483,0.760031045762284,0.707775932653828,0.100479930917212,0.656114999381648,0.194863174994944,0.654859942622355,0.349360678988486,0.315586267664109,0.0851058326844172,0.418775505966399,0.663820698339911,0.357194518025803
"patient.radiations.radiation.bcr_radiation_barcode",0.561110272686735,0.908672181285071,0.783061019692964,0.506361835048697,0.546965193349715,0.447887221593036,0.267837004507843,0.460649443862932,0.431004530961756,0.82514427663154,0.994778016296877,0.373895124010959,0.780456315522246,0.629774823054001,0.161578356599524,0.764157610368924,0.40459921528878,0.807153989011028,0.950857947487508,0.96571262748379,0.152103667329388
"patient.radiations.radiation.bcr_radiation_uuid",0.561110272686738,0.90867218128507,0.783061019692961,0.506361835048695,0.546965193349717,0.447887221593034,0.267837004507844,0.460649443862929,0.43100453096176,0.82514427663154,0.994778016296877,0.373895124010959,0.780456315522246,0.629774823053996,0.161578356599524,0.764157610368923,0.40459921528878,0.807153989011026,0.950857947487508,0.965712627483791,0.15210366732939
"patient.radiations.radiation.measure_of_response",0.0550543291181247,0.503509265228028,0.0453164543480443,0.367873601621352,0.311724101308408,0.228245512332179,0.336153683061256,0.00507051587889837,0.549411704678011,0.235139619768787,0.690789830123947,0.10844497548062,0.787855085809245,0.287251889868105,0.915736923122439,0.109504499155351,0.257134426110333,0.0593572264621685,0.861953544793684,0.82501451308644,0.0218654109367323
"patient.radiations.radiation.radiation_treatment_ongoing",0.00664117186911722,0.740957252491037,0.00432237478750573,0.818742390831616,0.963126301737776,0.0915402325892916,0.743060651602465,0.000470118179292905,0.0481413262950566,0.755211778533424,0.643493253083738,0.00552126026197753,0.346210682273744,0.0395555809825133,0.416604335274487,0.0222267717385144,0.0697186421030131,0.0123659794448133,0.276814033980993,0.301676670825128,0.0240415229371517
"patient.radiations.radiation.radiation_type",0.0148978075698477,0.0554149801790735,0.144805343888524,0.00699361234053863,0.0054349129345871,0.0353539045737265,0.0262252784060231,0.00230772975169662,0.0124844224875278,0.00178199557424742,0.286849104824789,0.147459597459048,0.127121144709766,0.135862284164027,0.483121266773015,0.232464546829089,0.167412694544891,0.0663508796837539,0.452955648157164,0.454878084575573,0.0500883249283347
"patient.radiations.radiation.regimen_indication",0.80582007804525,0.114096052898065,0.805699781899712,0.0138285478726324,0.0113525812299165,0.0530483744422099,0.0605555363032758,0.32307951150956,0.0151511567036028,0.00739743403081384,0.251483802779532,0.932832518876852,0.183479419584314,0.737052605055427,0.110425227382722,0.325664515573178,0.535576549179844,0.468442540527474,0.412354874369135,0.705024268707767,0.713020446698694
"patient.radiations.radiation.units",0.0386109502174102,0.320222522110182,0.0791658086272437,0.246388560178591,0.223690158255354,0.101501798275482,0.265755973543833,0.0191705835762675,0.113872160855047,0.107938801315097,0.689390050160855,0.0450607923785815,0.576141624873409,0.134225323867983,0.427787704846618,0.283296560737536,0.395026437118808,0.0466984648881909,0.617047795234929,0.382291162060035,0.142426048963085
"patient.stage_event.clinical_stage",0.816465894868033,0.761609380575025,0.0188886930861689,0.0735490259249485,0.0751944487279554,0.00972469361632136,0.0374532403894205,0.0233194199854451,0.0116793996045765,0.274361374834222,0.798280260926748,0.180734210637747,0.0445337370677065,0.745879006476529,0.120627160139635,0.0297668190591217,0.103444589988914,0.312549308317701,0.395556923315974,0.142287947266194,0.699273896210014
"patient.stage_event.pathologic_stage",0.0130780289034801,0.0115639971352107,0.0730300018380502,0.265106561316794,0.272089555388986,0.0276469599060901,0.146194347902595,0.238723387285904,0.072600693679686,0.201442814145647,0.483126229189741,0.00279931273360113,0.668389018579282,0.096111265635074,0.14933494622255,0.338698287172328,0.0257389282052184,0.541586902039734,0.0779151777395532,0.112964547296083,0.156194072636533
"patient.stage_event.system_version",0.752229991791045,0.364435127916884,0.722354739300858,0.24551403728618,0.217854529153979,0.244314038336765,0.265597946394158,0.97941768304573,0.203938931739874,0.0680444658673152,0.800811561535672,0.890284952314287,0.265581018646977,0.502203938842785,0.27324556643967,0.80786781503333,0.876662611140044,0.804596790334027,0.362273193199347,0.556446754674844,0.345741652763249
"patient.stage_event.tnm_categories.clinical_categories.clinical_m",0.167466008092438,0.543978198302007,0.390943908568476,0.418539387091814,0.356700007708315,0.642678859907946,0.50117312765328,0.118337129589947,0.695186196653765,0.332496716404514,0.771443784128067,0.116652000609114,0.715477603221876,0.21155438890123,0.614535787316336,0.490417020665619,0.229213123431363,0.290305673466507,0.691763754303885,0.565102949669022,0.0539264678047182
"patient.stage_event.tnm_categories.clinical_categories.clinical_n",0.448345619142435,0.697172990018261,0.335858741297678,0.897207102839729,0.925591029412068,0.284765899419825,0.848708623480918,0.455542248780775,0.507056449569773,0.75487461522573,0.822893334079777,0.165802738427381,0.876324266717956,0.637576768529051,0.901059152630514,0.675856002322302,0.806573790115014,0.859419296668335,0.702618037611591,0.743680020242518,0.915157694050184
"patient.stage_event.tnm_categories.clinical_categories.clinical_t",0.750750597487857,0.420892911922015,0.633674175357513,0.0549174129945333,0.0578067134533141,0.139417477766774,0.0261158616829706,0.373864094101946,0.104578103825433,0.11321988222023,0.505305540820292,0.49971156361705,0.789666830529626,0.609021628892982,0.120897174724297,0.352634933962054,0.395884827683811,0.671241199695872,0.667415726450453,0.221849266948657,0.119997683154017
"patient.stage_event.tnm_categories.pathologic_categories.pathologic_m",0.364358336620072,0.607791084359104,0.0868970849827573,0.002546237797875,0.00242972972338421,0.158894223472109,0.00594491793579175,0.000617781477075587,0.070790647818909,0.0265026347278832,0.832787548876649,0.136592003182569,0.0515657367277922,0.204137913626059,0.271339150049513,0.0494840889364149,0.00284678720360373,0.0362866140376747,0.0629113707767308,0.217697494531562,0.217141903026965
"patient.stage_event.tnm_categories.pathologic_categories.pathologic_n",0.000230382283363833,0.00032158334492766,0.0566483115928825,0.157341298517873,0.122389456157593,0.0491381676484226,0.208320869159181,0.243856974382813,0.134736297090657,0.0139915517653949,0.0246875572295512,0.00805987844001887,0.222297709148783,0.00218296320469824,0.288291339896579,0.234761799096115,0.13098171338319,0.112298856995867,0.0874875155846307,0.334295273668703,0.225715115223826
"patient.stage_event.tnm_categories.pathologic_categories.pathologic_t",0.400073447833237,0.238390082845238,0.488083628907429,0.342733572764793,0.298332768382205,0.115561378931739,0.206025550136823,0.910242666334527,0.237221062950663,0.335011718849437,0.90457704508693,0.218028131771956,0.660563656238142,0.488467117821687,0.598923857116449,0.70505765334982,0.258359875515515,0.781361881448389,0.55766949605543,0.0862134226283494,0.243707487316238
"patient.tissue_prospective_collection_indicator",0.027018239097496,0.119186386512744,0.41002931057706,0.367164297319516,0.306674513297981,0.832125145453278,0.538547969114619,0.293034220907162,0.675076480587737,0.152907059626832,0.292446909847976,0.116547107385336,0.198863654723632,0.0607437007912316,0.221031181709099,0.659121517930741,0.356365054778281,0.0268953614944178,0.796526350068569,0.655861799968539,0.496382091915727
"patient.tissue_retrospective_collection_indicator",0.027018239097496,0.119186386512744,0.41002931057706,0.367164297319517,0.306674513297981,0.832125145453278,0.53854796911462,0.293034220907162,0.675076480587738,0.152907059626832,0.292446909847975,0.116547107385337,0.198863654723632,0.0607437007912317,0.221031181709099,0.65912151793074,0.356365054778282,0.0268953614944179,0.796526350068569,0.65586179996854,0.496382091915727
"patient.tissue_source_site",0.489364342932784,0.702483693194289,0.235948432286772,0.00249419760611451,0.00138587928686433,0.0274544192285328,0.00789867522628544,0.0274277458777398,0.0152020107197099,0.00884562781350642,0.967115799732395,0.105624931798674,0.52366863999166,0.107341959995018,0.711199462840913,0.47568147008665,0.0925721463395624,0.0550123991405411,0.880181866730191,0.18942940449904,0.174966315292527
"patient.tobacco_smoking_history",0.554380161328826,0.0824078319994921,0.347943680055299,0.587765265224141,0.538747701027228,0.350264392529732,0.564660504210848,0.798231016347919,0.457582239419294,0.202222766130299,0.752161605304364,0.474416247813209,0.207117366174539,0.94836714500015,0.529613427055917,0.526890192993487,0.465320300063698,0.915295754897421,0.206404909124317,0.128378964647115,0.962594441459268
"patient.vital_status",0.00568065664632491,0.0348499017008722,0.0534206619709877,0.336761903389377,0.291966010419614,0.669834393572393,0.342408411271897,0.00392235156996276,0.997228542023687,0.079093402923355,0.225633957960533,0.0223980416439274,0.47713029367395,0.0378598941765027,0.515709922552344,0.141881491083843,0.428187199420061,0.0235955972716496,0.556600077399718,0.770652501245763,0.136403356941704
"patient.hpv_test_results.hpv_test_result.hpv_call_1",0.666715941239127,0.864507346848083,0.549981646679682,0.224479769665987,0.238848539785533,0.0401921936810454,0.259853380505007,0.347493863256013,0.123264528870864,0.808418851161579,0.0999597090934183,0.501744222125419,0.440600323390329,0.464768111119775,0.476637649596551,0.859846146667259,0.514856509335075,0.837510706534262,0.0266416983819759,0.0625276524607569,0.0780619523133935
"patient.hpv_test_results.hpv_test_result.hpv_status",0.695208802579702,0.843357228414416,0.434025471944714,0.132173301993833,0.148702760310804,0.0228373263320334,0.124994179943271,0.509457735746634,0.0680869162615176,0.567557840358343,0.100218384074504,0.312761724115245,0.416853873141285,0.455099869583165,0.444387113368375,0.884098110305306,0.74741716601165,0.827668207550767,0.0615525352306242,0.15181374917914,0.141445953833881
"patient.bcr_canonical_check.bcr_patient_canonical_reasons.bcr_canonical_reason",0.0356264237055433,0.507148319348725,0.43625574617232,0.790281260873912,0.666062879014339,0.92227817481552,0.832909894556583,0.160284546017308,0.998761232437722,0.733489826915167,0.754533965532613,0.462595517048812,0.83444675010653,0.13300714114177,0.258301865582162,0.460070106059086,0.875062260679742,0.00402071578536475,0.266906521570956,0.739836822568999,0.530954829855939
"patient.bcr_canonical_check.bcr_patient_canonical_reasons.bcr_canonical_reason.2",0.00507058739274296,0.271611399461161,0.329941808669632,0.270439182028769,0.190001646240745,0.783972327432595,0.429946542976939,0.0350952400573984,0.940713571966865,0.360958610673377,0.989571094978894,0.378483120826681,0.893630075453164,0.0870945558142165,0.095130837626162,0.494501306482416,0.675110688271227,0.0008700182641349,0.352777454051783,0.837000128399363,0.280624303126331
"patient.bcr_canonical_check.bcr_patient_canonical_status",0.0489505019015188,0.622399113966857,0.358757161947415,0.538372472699687,0.429914805997428,0.583091139510481,0.361521264584507,0.11676611996102,0.913288228315913,0.840313894536747,0.478060172531048,0.534049350540449,0.38780509300315,0.373826184585865,0.0835797294608599,0.545148882058706,0.48650918125488,0.0231367169521976,0.0493345431423462,0.638057457662556,0.402275389787253
"patient.biospecimen_cqcf.consent_or_death_status",0.0508152313923242,0.305193987099399,0.028479429779494,0.621273435157659,0.581697202321975,0.458128121066238,0.601821436263847,0.00514358032767159,0.555135581140371,0.508379135032574,0.55243935947804,0.0180660111268375,0.96486535144281,0.0933344181146729,0.547740370016218,0.0764748922441457,0.192313005792234,0.0816184590800385,0.662677487369412,0.659732511948936,0.889752376022159
"patient.biospecimen_cqcf.country",0.802122247993267,0.816007458096728,0.646286858484238,0.18381946542965,0.179227710190048,0.366416544667279,0.324811001806411,0.220278503972282,0.423359194288029,0.383529161117026,0.794685238399992,0.434292674260496,0.817705553826491,0.36084450891373,0.101793957260395,0.28940871770806,0.208419456362322,0.185935215072849,0.52612266361332,0.753149403126323,0.951990630415931
"patient.biospecimen_cqcf.digital_image_submitted",0.0157091207720762,0.0480575101244386,0.708946240870665,0.243202753008559,0.157002037148775,0.373915599482573,0.299221673210921,0.0926224912079231,0.617129091355253,0.0817890856879764,0.719233228835589,0.43676746735224,0.444642016066998,0.072397323421308,0.494389002037211,0.683340992831558,0.957040464593758,0.00553972441924991,0.579196138635673,0.713006008606904,0.0922513001683556
"patient.biospecimen_cqcf.ethnicity",0.00225042671050161,0.0460727456915863,0.118051377383477,0.000792171701757106,0.000398672655216008,0.120969560250746,0.00612866871345295,3.78246406133669e-05,0.0596243517331049,0.000107506799889865,0.290103327673309,0.0531720854707548,0.0797722357167976,0.0162228464433261,0.205816000133665,0.0872473251652127,0.103532246358497,0.00507405709457501,0.657078978982579,0.336878114814124,0.00731977719724913
"patient.biospecimen_cqcf.frozen_specimen_anatomic_site",0.107863180115137,0.541526859501599,0.00715715428906152,0.239451454326792,0.280321852995817,0.0204706518467953,0.12935192427484,0.0282011087291647,0.226593620035196,0.423220159174147,0.48120630998537,0.00110205816665839,0.590069412487591,0.0990123887914427,0.341653887409613,0.065007281077247,0.183343534116294,0.635776507613211,0.474566905738035,0.00393928587678745,0.539406065813481
"patient.biospecimen_cqcf.histological_type",0.0124541242662871,0.0816222595994183,0.018865216547467,0.350279962541975,0.290287923939722,0.439849725719645,0.67599108048147,0.0444161293186136,0.634777517853893,0.111263337951035,0.200042819122816,0.00420868416421149,0.247999215063339,0.0325852652811859,0.146320748244225,0.135704070757102,0.0184739578303674,0.0214702620764504,0.7205014545703,0.782237621008932,0.0620132806390669
"patient.biospecimen_cqcf.normal_controls.normal_control.2.bcr_sample_uuid",0.0123611413858211,0.00839922091085286,0.302409063897328,0.329180132382473,0.291166396193016,0.521896525464021,0.527207629870296,0.33083754568907,0.39748913146927,0.135447833813799,0.0136838545978752,0.556712834546781,0.877756765537224,0.125848840131468,0.654546647350695,0.418057779386723,0.311474282260588,0.012839251298076,0.0466704323309217,0.0924312999283051,0.141965774519908
"patient.biospecimen_cqcf.normal_controls.normal_control.bcr_sample_uuid",0.316364013648323,0.386926379930687,0.172280420666145,0.242833377295435,0.299726103659409,0.327986802398614,0.220176881539083,0.247985052885048,0.106683408721662,0.295797313626147,0.999458402734793,0.12475436186965,0.0617884451192402,0.750739090813568,0.470003478249293,0.321929278894824,0.0667627270014814,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071861
"patient.biospecimen_cqcf.normal_controls.normal_control.extracted_dna.ncedna_dna_qm",0.810011717778306,0.589316137395212,0.196944893821702,0.15207113489291,0.109708988677771,0.0756525355050639,0.289370565920843,0.272246313198176,0.125813226908882,0.0596986684892554,0.931004762774598,0.43968639886456,0.0294587490732468,0.707813620844763,0.665857223829561,0.2570664432383,0.929870948045425,0.300509078094594,0.77519332257691,0.493085922022547,0.184513545115317
"patient.biospecimen_cqcf.normal_controls.normal_control.method_of_normal_sample_procurement",0.000680566109001208,0.00175036939705104,0.449923098292347,7.51079692706523e-07,2.50329722468606e-07,0.000263523452073261,1.32474198810057e-06,5.08185038437858e-05,0.000436132151323799,1.24571832858212e-07,0.475194243870478,0.0988251523087852,0.0014807263046539,0.00537012836647767,0.00844837398815255,0.161095576066957,0.0718443966585413,0.000105693028335374,0.074895792371567,0.0125915771703729,0.00112115941609142
"patient.biospecimen_cqcf.normal_controls.normal_control.normal_tissue.normal_tissue_anatomic_site",0.0468532383660141,0.309851319521128,0.0366901574300305,0.784137272190667,0.705868811827495,0.525974973380509,0.824675935308312,0.105126690326779,0.998748684276433,0.462959898984282,0.0131218381442657,0.0125141663020944,0.765833683537201,0.0222956854183785,0.214132264926516,0.0359877106423405,0.0214588745742655,0.00471903589792182,0.0382462954831038,0.140347481114909,0.310484997988975
"patient.biospecimen_cqcf.path_confirm_diagnosis_matching",0.348222750056935,0.518610870853895,0.348442747404288,0.405524383860133,0.384029031707957,0.875677271597929,0.493032957508202,0.180699547859205,0.617884442148883,0.408734488147185,0.466988130837046,0.372932029061272,0.759067519107785,0.321605883027178,0.595606537539974,0.395277195705827,0.424076643484712,0.373192791442351,0.942342364907244,0.873027570709199,0.768950507171541
"patient.biospecimen_cqcf.path_confirm_tumor_necrosis_metrics",0.428036534241417,0.5551849129853,0.511520114160588,0.991850988408797,0.966122750095061,0.724660672384317,0.63329739804618,0.431955613788039,0.745017204509802,0.830922826946973,0.602586856400514,0.689230512038333,0.504279458611374,0.616154266518066,0.473357047156253,0.826993908663417,0.772480997920028,0.7905475275428,0.751214277776184,0.847430897213943,0.585739567265255
"patient.biospecimen_cqcf.path_confirm_tumor_nuclei_metrics",0.336281632464024,0.350226511707987,0.27152911021775,0.317230403528829,0.35549455368934,0.857527800011155,0.198242071275308,0.100026901243409,0.603831497289909,0.336417831961604,0.782425747593602,0.400420400391903,0.555017976315296,0.554708478648206,0.464532475628766,0.285267876141383,0.275970333645966,0.610517700289842,0.75028375331531,0.733195487104922,0.454627591206566
